PROVINCIA,CANTÓN,MES,DIA,HORA,ZONA,CLASE,CAUSA,NUM_FALLECIDO,NUM_LESIONADO,TOTAL_VICTIMAS
MANABÍ,MANTA,ENERO,DOMINGO,21:00 A 21:59,URBANA,CHOQUES,EXCESO VELOCIDAD,0,0,0
LOS RÍOS,VINCES,ENERO,DOMINGO,21:00 A 21:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
PICHINCHA,QUITO,ENERO,DOMINGO,22:00 A 22:59,URBANA,ESTRELLAMIENTOS,EXCESO VELOCIDAD,0,0,0
GUAYAS,GUAYAQUIL,ENERO,DOMINGO,23:00 A 23:59,URBANA,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,0,0,0
MANABÍ,PORTOVIEJO,ENERO,DOMINGO,23:00 A 23:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ENERO,DOMINGO,23:00 A 23:59,URBANA,ESTRELLAMIENTOS,EMBRIAGUEZ O DROGA,9,2,11
MANABÍ,MANTA,ENERO,DOMINGO,23:00 A 23:59,URBANA,PÉRDIDA DE PISTA,MAL REBASAMIENTO INVADIR CARRIL,0,1,1
CHIMBORAZO,PALLATANGA,ENERO,LUNES,00:00 A 00:59,RURAL,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,MILAGRO,ENERO,LUNES,00:00 A 00:59,URBANA,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
LOJA,LOJA,ENERO,LUNES,00:00 A 00:59,URBANA,ESTRELLAMIENTOS,EMBRIAGUEZ O DROGA,0,2,2
PICHINCHA,QUITO,ENERO,LUNES,01:00 A 01:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
MANABÍ,MANTA,ENERO,LUNES,01:00 A 01:59,URBANA,CHOQUES,EMBRIAGUEZ O DROGA,1,0,1
EL ORO,SANTA ROSA,ENERO,LUNES,04:00 A 04:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,0,1
PICHINCHA,CAYAMBE,ENERO,LUNES,05:00 A 05:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
PICHINCHA,QUITO,ENERO,LUNES,06:00 A 06:59,URBANA,ESTRELLAMIENTOS,EXCESO VELOCIDAD,1,0,1
AZUAY,CUENCA,ENERO,LUNES,07:00 A 07:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
EL ORO,MACHALA,ENERO,LUNES,08:00 A 08:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,GUAYAQUIL,ENERO,LUNES,08:00 A 08:59,URBANA,CHOQUES,EXCESO VELOCIDAD,0,1,1
GUAYAS,MILAGRO,ENERO,LUNES,08:00 A 08:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
CHIMBORAZO,RIOBAMBA,ENERO,LUNES,08:00 A 08:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,BALAO,ENERO,LUNES,09:00 A 09:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,5,5
GUAYAS,DAULE,ENERO,LUNES,09:00 A 09:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,GUAYAQUIL,ENERO,LUNES,10:00 A 10:59,URBANA,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,0,1,1
LOS RÍOS,VALENCIA,ENERO,LUNES,10:00 A 10:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
AZUAY,CUENCA,ENERO,LUNES,11:00 A 11:59,URBANA,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
MANABÍ,MANTA,ENERO,LUNES,11:00 A 11:59,URBANA,CHOQUES,EXCESO VELOCIDAD,0,0,0
GUAYAS,GUAYAQUIL,ENERO,LUNES,12:00 A 12:59,URBANA,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,0,3,3
CAÑAR,CAÑAR,ENERO,LUNES,12:00 A 12:59,RURAL,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,0,1,1
MANABÍ,MANTA,ENERO,LUNES,12:00 A 12:59,URBANA,ESTRELLAMIENTOS,MAL REBASAMIENTO INVADIR CARRIL,0,0,0
GUAYAS,GUAYAQUIL,ENERO,LUNES,12:00 A 12:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,3,3
GUAYAS,GUAYAQUIL,ENERO,LUNES,12:00 A 12:59,URBANA,ATROPELLOS,EXCESO VELOCIDAD,0,3,3
GUAYAS,GUAYAQUIL,ENERO,LUNES,12:00 A 12:59,URBANA,ATROPELLOS,EXCESO VELOCIDAD,0,2,2
MANABÍ,MANTA,ENERO,LUNES,12:00 A 12:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
LOS RÍOS,VENTANAS,ENERO,LUNES,13:00 A 13:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
PICHINCHA,QUITO,ENERO,LUNES,13:00 A 13:59,RURAL,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,0,2,2
GUAYAS,EL EMPALME,ENERO,LUNES,13:00 A 13:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,NARANJAL,ENERO,LUNES,13:00 A 13:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,2,2
TUNGURAHUA,AMBATO,ENERO,LUNES,13:00 A 13:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
GUAYAS,GUAYAQUIL,ENERO,LUNES,14:00 A 14:59,URBANA,ATROPELLOS,EXCESO VELOCIDAD,0,1,1
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ENERO,LUNES,14:00 A 14:59,URBANA,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ENERO,LUNES,14:00 A 14:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,MILAGRO,ENERO,LUNES,14:00 A 14:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
PICHINCHA,QUITO,ENERO,LUNES,14:00 A 14:59,URBANA,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,0,1,1
GUAYAS,GUAYAQUIL,ENERO,LUNES,15:00 A 15:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
MANABÍ,PORTOVIEJO,ENERO,LUNES,15:00 A 15:59,URBANA,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
TUNGURAHUA,AMBATO,ENERO,LUNES,15:00 A 15:59,RURAL,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,0,1,1
GUAYAS,GUAYAQUIL,ENERO,LUNES,15:00 A 15:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,MILAGRO,ENERO,LUNES,15:00 A 15:59,URBANA,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,GUAYAQUIL,ENERO,LUNES,15:00 A 15:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,1,0,1
GUAYAS,GUAYAQUIL,ENERO,LUNES,16:00 A 16:59,URBANA,ATROPELLOS,EXCESO VELOCIDAD,0,1,1
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ENERO,LUNES,16:00 A 16:59,URBANA,CHOQUES,EXCESO VELOCIDAD,0,1,1
GUAYAS,SAN JACINTO DE YAGUACHI,ENERO,LUNES,16:00 A 16:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
EL ORO,MACHALA,ENERO,LUNES,16:00 A 16:59,URBANA,CHOQUES,EXCESO VELOCIDAD,0,3,3
PICHINCHA,QUITO,ENERO,LUNES,17:00 A 17:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
TUNGURAHUA,AMBATO,ENERO,LUNES,17:00 A 17:59,URBANA,ATROPELLOS,OTRAS CAUSAS,0,1,1
PICHINCHA,QUITO,ENERO,LUNES,17:00 A 17:59,URBANA,CHOQUES,EMBRIAGUEZ O DROGA,0,2,2
GUAYAS,GUAYAQUIL,ENERO,LUNES,18:00 A 18:59,URBANA,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,0,3,3
GUAYAS,GUAYAQUIL,ENERO,LUNES,18:00 A 18:59,URBANA,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,0,1,1
GUAYAS,GENERAL ANTONIO ELIZALDE,ENERO,LUNES,18:00 A 18:59,URBANA,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
MANABÍ,PORTOVIEJO,ENERO,LUNES,18:00 A 18:59,RURAL,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,2,2
PICHINCHA,QUITO,ENERO,LUNES,18:00 A 18:59,URBANA,OTROS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
MANABÍ,MANTA,ENERO,LUNES,18:00 A 18:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
SANTA ELENA,SALINAS,ENERO,LUNES,19:00 A 19:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ENERO,LUNES,21:00 A 21:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ENERO,LUNES,22:00 A 22:59,URBANA,PÉRDIDA DE PISTA,MAL REBASAMIENTO INVADIR CARRIL,0,0,0
GUAYAS,GUAYAQUIL,ENERO,LUNES,23:00 A 23:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
IMBABURA,OTAVALO,ENERO,LUNES,23:00 A 23:59,URBANA,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
PICHINCHA,QUITO,ENERO,MARTES,00:00 A 00:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
PICHINCHA,QUITO,ENERO,MARTES,01:00 A 01:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,GUAYAQUIL,ENERO,MARTES,01:00 A 01:59,URBANA,CHOQUES,EXCESO VELOCIDAD,0,2,2
PICHINCHA,MEJIA,ENERO,MARTES,02:00 A 02:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,2,3
LOS RÍOS,QUEVEDO,ENERO,MARTES,06:00 A 06:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
TUNGURAHUA,AMBATO,ENERO,MARTES,06:00 A 06:59,RURAL,CHOQUES,EMBRIAGUEZ O DROGA,0,1,1
MANABÍ,PORTOVIEJO,ENERO,MARTES,07:00 A 07:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
CHIMBORAZO,RIOBAMBA,ENERO,MARTES,07:00 A 07:59,RURAL,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,0,1
GUAYAS,GUAYAQUIL,ENERO,MARTES,08:00 A 08:59,URBANA,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,0,1,1
TUNGURAHUA,AMBATO,ENERO,MARTES,08:00 A 08:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,3,3
PICHINCHA,QUITO,ENERO,MARTES,08:00 A 08:59,RURAL,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,PEDRO CARBO,ENERO,MARTES,09:00 A 09:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
AZUAY,CUENCA,ENERO,MARTES,10:00 A 10:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,3,3
GUAYAS,GUAYAQUIL,ENERO,MARTES,10:00 A 10:59,URBANA,ATROPELLOS,EXCESO VELOCIDAD,0,3,3
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ENERO,MARTES,10:00 A 10:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ENERO,MARTES,11:00 A 11:59,URBANA,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
LOS RÍOS,MONTALVO,ENERO,MARTES,12:00 A 12:59,RURAL,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
LOJA,LOJA,ENERO,MARTES,12:00 A 12:59,URBANA,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,0,1,1
GUAYAS,GUAYAQUIL,ENERO,MARTES,13:00 A 13:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
LOJA,CATAMAYO,ENERO,MARTES,14:00 A 14:59,RURAL,VOLCAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,2,21,23
PICHINCHA,QUITO,ENERO,MARTES,14:00 A 14:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
PICHINCHA,QUITO,ENERO,MARTES,14:00 A 14:59,URBANA,CHOQUES,EMBRIAGUEZ O DROGA,0,0,0
PICHINCHA,QUITO,ENERO,MARTES,14:00 A 14:59,URBANA,CHOQUES,EMBRIAGUEZ O DROGA,0,1,1
PICHINCHA,QUITO,ENERO,MARTES,15:00 A 15:59,URBANA,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,0,1,1
GUAYAS,GUAYAQUIL,ENERO,MARTES,16:00 A 16:59,URBANA,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,0,2,2
GUAYAS,DAULE,ENERO,MARTES,16:00 A 16:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,MILAGRO,ENERO,MARTES,16:00 A 16:59,URBANA,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
MANABÍ,PORTOVIEJO,ENERO,MARTES,16:00 A 16:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,GUAYAQUIL,ENERO,MARTES,17:00 A 17:59,URBANA,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,0,1,1
AZUAY,CUENCA,ENERO,MARTES,17:00 A 17:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,2,2
TUNGURAHUA,AMBATO,ENERO,MARTES,17:00 A 17:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
GUAYAS,DAULE,ENERO,MARTES,20:00 A 20:59,RURAL,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,2,2
GUAYAS,NARANJITO,ENERO,MARTES,20:00 A 20:59,URBANA,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,GUAYAQUIL,ENERO,MARTES,20:00 A 20:59,URBANA,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,0,0,0
SANTA ELENA,SANTA ELENA,ENERO,MARTES,20:00 A 20:59,URBANA,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
CHIMBORAZO,RIOBAMBA,ENERO,MARTES,21:00 A 21:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
PICHINCHA,QUITO,ENERO,MARTES,21:00 A 21:59,URBANA,CHOQUES,EXCESO VELOCIDAD,0,0,0
SANTA ELENA,SANTA ELENA,ENERO,MARTES,21:00 A 21:59,URBANA,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
TUNGURAHUA,AMBATO,ENERO,MARTES,21:00 A 21:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,GUAYAQUIL,ENERO,MARTES,21:00 A 21:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
EL ORO,MACHALA,ENERO,MARTES,21:00 A 21:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,1,0,1
AZUAY,CUENCA,ENERO,MARTES,22:00 A 22:59,URBANA,VOLCAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
MANABÍ,MONTECRISTI,ENERO,MARTES,23:00 A 23:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
GUAYAS,NARANJAL,ENERO,MARTES,23:00 A 23:59,RURAL,VOLCAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
PICHINCHA,QUITO,ENERO,MARTES,23:00 A 23:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,MILAGRO,ENERO,MIÉRCOLES,01:00 A 01:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,3,3
GUAYAS,DURAN,ENERO,MIÉRCOLES,01:00 A 01:59,URBANA,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
LOS RÍOS,BUENA FE,ENERO,MIÉRCOLES,01:00 A 01:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,2,2
ORELLANA,LORETO,ENERO,MIÉRCOLES,04:00 A 04:59,RURAL,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,0,1,1
LOS RÍOS,BUENA FE,ENERO,MIÉRCOLES,07:00 A 07:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,4,1,5
MORONA SANTIAGO,GUALAQUIZA,ENERO,MIÉRCOLES,08:00 A 08:59,RURAL,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,1,0,1
PASTAZA,PASTAZA,ENERO,MIÉRCOLES,08:00 A 08:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,1,2
GUAYAS,MILAGRO,ENERO,MIÉRCOLES,08:00 A 08:59,URBANA,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
CHIMBORAZO,RIOBAMBA,ENERO,MIÉRCOLES,08:00 A 08:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
EL ORO,PASAJE,ENERO,MIÉRCOLES,09:00 A 09:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
AZUAY,OÑA,ENERO,MIÉRCOLES,09:00 A 09:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,0,1
GUAYAS,GUAYAQUIL,ENERO,MIÉRCOLES,10:00 A 10:59,URBANA,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,0,1,1
PICHINCHA,MEJIA,ENERO,MIÉRCOLES,10:00 A 10:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ENERO,MIÉRCOLES,10:00 A 10:59,RURAL,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,0,1
GUAYAS,GUAYAQUIL,ENERO,MIÉRCOLES,10:00 A 10:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,DAULE,ENERO,MIÉRCOLES,11:00 A 11:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
SANTA ELENA,SANTA ELENA,ENERO,MIÉRCOLES,12:00 A 12:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
SANTA ELENA,LA LIBERTAD,ENERO,MIÉRCOLES,13:00 A 13:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,3,3
GUAYAS,GUAYAQUIL,ENERO,MIÉRCOLES,13:00 A 13:59,RURAL,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,2,2
GUAYAS,GUAYAQUIL,ENERO,MIÉRCOLES,13:00 A 13:59,URBANA,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,2,2
GUAYAS,GUAYAQUIL,ENERO,MIÉRCOLES,13:00 A 13:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
GUAYAS,GUAYAQUIL,ENERO,MIÉRCOLES,13:00 A 13:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ENERO,MIÉRCOLES,13:00 A 13:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ENERO,MIÉRCOLES,14:00 A 14:59,RURAL,ROZAMIENTOS,MAL REBASAMIENTO INVADIR CARRIL,0,0,0
GUAYAS,GUAYAQUIL,ENERO,MIÉRCOLES,14:00 A 14:59,URBANA,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,0,1,1
AZUAY,CUENCA,ENERO,MIÉRCOLES,15:00 A 15:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,GUAYAQUIL,ENERO,MIÉRCOLES,16:00 A 16:59,RURAL,OTROS,OTRAS CAUSAS,0,0,0
GUAYAS,MILAGRO,ENERO,MIÉRCOLES,16:00 A 16:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,3,3
PICHINCHA,QUITO,ENERO,MIÉRCOLES,16:00 A 16:59,URBANA,CHOQUES,EXCESO VELOCIDAD,0,0,0
MANABÍ,MANTA,ENERO,MIÉRCOLES,16:00 A 16:59,URBANA,CHOQUES,EXCESO VELOCIDAD,0,0,0
GUAYAS,GUAYAQUIL,ENERO,MIÉRCOLES,17:00 A 17:59,URBANA,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,0,2,2
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ENERO,MIÉRCOLES,18:00 A 18:59,URBANA,PÉRDIDA DE PISTA,OTRAS CAUSAS,0,0,0
GUAYAS,DAULE,ENERO,MIÉRCOLES,18:00 A 18:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,2,2
AZUAY,CUENCA,ENERO,MIÉRCOLES,19:00 A 19:59,RURAL,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
EL ORO,MACHALA,ENERO,MIÉRCOLES,19:00 A 19:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
CHIMBORAZO,RIOBAMBA,ENERO,MIÉRCOLES,19:00 A 19:59,RURAL,ESTRELLAMIENTOS,NO RESPETA LAS SEÑALES DE TRÁNSITO,1,0,1
PICHINCHA,QUITO,ENERO,MIÉRCOLES,19:00 A 19:59,URBANA,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,0,0,0
GUAYAS,GUAYAQUIL,ENERO,MIÉRCOLES,20:00 A 20:59,URBANA,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,0,2,2
PICHINCHA,QUITO,ENERO,MIÉRCOLES,20:00 A 20:59,URBANA,CHOQUES,FACTORES CLIMÁTICOS,0,2,2
LOS RÍOS,BABA,ENERO,MIÉRCOLES,21:00 A 21:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,9,9
GUAYAS,GUAYAQUIL,ENERO,MIÉRCOLES,21:00 A 21:59,URBANA,ATROPELLOS,EXCESO VELOCIDAD,0,1,1
GUAYAS,DURAN,ENERO,MIÉRCOLES,21:00 A 21:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,1,1,2
TUNGURAHUA,AMBATO,ENERO,MIÉRCOLES,21:00 A 21:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
PICHINCHA,QUITO,ENERO,MIÉRCOLES,22:00 A 22:59,URBANA,CHOQUES,EMBRIAGUEZ O DROGA,0,0,0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ENERO,MIÉRCOLES,23:00 A 23:59,RURAL,VOLCAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ENERO,JUEVES,02:00 A 02:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
EL ORO,MACHALA,ENERO,JUEVES,02:00 A 02:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ENERO,JUEVES,03:00 A 03:59,URBANA,PÉRDIDA DE PISTA,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
PICHINCHA,QUITO,ENERO,JUEVES,03:00 A 03:59,URBANA,ESTRELLAMIENTOS,DAÑOS MECÁNICOS,0,0,0
EL ORO,PASAJE,ENERO,JUEVES,04:00 A 04:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,NARANJAL,ENERO,JUEVES,04:00 A 04:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,BALAO,ENERO,JUEVES,05:00 A 05:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
LOS RÍOS,BUENA FE,ENERO,JUEVES,06:00 A 06:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,NARANJITO,ENERO,JUEVES,07:00 A 07:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
